,Magid,Patent,Paper Title,1. Assignee-Affiliation overlap,2. Patenting with different org name (if found),3. Author-inventor name overlap,4. Temporal overlap w/ application year,"5. (If no overlap with application year)
Temporal overlap w/ priority application year",6. Content overlap,"Patent-paper pair
(Confidence level 0 to 5)",Note,Incomplete paper title (1/0),No patent ID in Google (1/0),Document type (only if it is not an research article),"Coverage
(2- full, 1- partial, 0- not a PPP)"
368,1883073736,US-6466164,time recovery through fusion of inaccurate network timing assistance with gps measurements,1,,1,1,,2,4,"1) All the information matched.
2) Both the paper and the patent talked about how to estimate peusorange to recover the true time.",0,0,,2
369,1887331866,US-10377988,il 2rα mediates temporal regulation of il 2 signaling and enhances immunotherapy,1,,4,1,,2,3,"1) All the information matched.
2) Both the paper and the patent talked about the medical prospects of IL-12 in therapies. However, the patent also regards a different kind of receptor. Therefore, it is deemed as a partial coverage.",0,0,,1
370,1889276320,US-5414076,glvr1 a receptor for gibbon ape leukemia virus is homologous to a phosphate permease of neurospora crassa and is expressed at high levels in the brain and thymus,1,,2,1,,2,3,"1) All the information matched.
2) Both the paper and the patent were about GALV receptors. However, the paper was more about certain protein to be the transport protein while the patent also encloses the DNA sequence and information about other receptors. Therefore, it is deemed as a partial PPP.",0,0,,1
371,1891870429,FR-2694296-A1,short modified antisense oligonucleotides directed against ha ras point mutation induce selective cleavage of the mrna and inhibit t24 cells proliferation,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
372,1894200656,US-10029067,a groundwork for allostatic neuro education,1,,3,1,,1,1,"1) All the infornamtion muatched.
2) The paper is about a perspective called GANE while the patent was about how to rebalance brain waves. The paper could be used in connection with the patent but the patent was not about the paper.",0,0,,0
373,1894518824,US-6083691,multiple promoters and induction by heat shock of the gene encoding the alternative sigma factor algu sigma e which controls mucoidy in cystic fibrosis isolates of pseudomonas aeruginosa,1,,1,1,,2,3,"1) All the  information matched.
2) The paper and the patent both concerned MucA gene and how it relates to conversion to mucoidy in Pseudomonas aeruginosa. The patent also disclosed potential inhabitor. Therefore, this is deemed as a partial PPP. ",0,0,,1
374,1898098760,US-8128922,enhancement of dna vaccine potency by linkage of antigen gene to a gene encoding the extracellular domain of fms like tyrosine kinase 3 ligand,1,,4,1,,3,5,"1) All the information matched.
2) Both the paper and the patent concerned the way to make superior molecular vaccines.
3) Similar titles and abstracts.",0,0,,2
375,1898970700,US-10367677,synthesis and optimization of visible light active bivo4 photocatalysts for the degradation of rhb,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
376,1900269939,US-4925802,biodegradation of trichloroethylene and involvement of an aromatic biodegradative pathway,0,0,1,1,,1,1,"1) Little trace online could be found about this author.
2) All other information matched.
3) Although both the paper and the patent were about biodegration, the paper and the patent were about biodegration of totally different chemical compounds.",0,0,,0
377,1903954314,US-6117299,low cost solder flip chip,,,,,,,,No paper can be found under this name.,1,,,
378,1904526602,US-4587265,lanthanum chloride inhibition of the secretory response to escherichia coli heat stable enterotoxin,0,1,2,1,,2,3,"1) All the information matched.
2) The assignee is the university that the author later worked for.
3) The patent discussed several ways to inhibit certain kind of diarrhea, and the paper cover one kind of them.",0,0,,1
379,1906502852,US-5898031,kinetic characteristics of escherichia coli rnase h1 cleavage of various antisense oligonucleotide rna duplexes,1,,2,1,,0,0,"1) All the information matched.
2) The paper was about the kinetics of E Coli, while the patent was about oligoribonucleotides for cleaving RNA. No clear link could be found.",0,0,,0
380,1908364040,US-8701681,application of nanoparticle iron oxide in cigarette for simultaneous co and no removal in the mainstream smoke,1,,3,1,,2,3,"1) All the information matched.
2) The patent contained multiple ways to turn CO to carbon dioxide, and the paper discusses one of it. Therefore, it is deemed as a partial coverage.",0,0,,1
381,1914540672,US-9644239,clinical issues in inhibitors,0,0,1,1,,1,1,"1) All the information matched.
2) Although both the paper and the patent were about haemophilia inhibitors, the paper was more of a broad strategic discussion while the patent was about genetic encoding. No clear link could be found.",0,0,,0
382,1915856409,US-10370399,novel antibody antibiotic conjugate eliminates intracellular s aureus,1,,2,1,,3,5,"1) All the information matched.
2) Both the paper and the patent concerned a novel antibody-antibiotic conjugate.
3) Similar titles.",0,0,,2
383,1916614172,US-5706497,the role of fidelity in fuzzy logic inference,1,,1,1,,2,3,"1) All the information matched.
2) The paper came up with the concept of fidelity in fuzzy logit inference. The patent used this concept to build a document retrieval method. Therefore, it is deemed as a partial coverage.",0,0,,1
384,1917304360,US-6318191,enhanced aggregability of human red blood cells by diving,0,1,2,1,,1,1,"1) All the information matched.
2) The assignee is a company that the author founded.
3) The patent was about a testing system while the paper was about the aggregatibility of red cells under pressure. No clear link could be found.",0,0,,0
385,1925001802,US-10639299,a tethered niacin derived pincer complex with a nickel carbon bond in lactate racemase,1,,1,1,,0,0,"1) All the information matched.
2) The paper was about lactate racemase while the paper was about calcium sensors. No clear link could be found.",0,0,,0
386,1925214527,US-4288543,computer assisted bacterial identification utilizing antimicrobial susceptibility profiles generated by autobac 1,0,0,1,1,,3,5,"1) The LinkedIn of the author made it clear that he never worked for Pfizer.
2) All other information matched.
3) Both the paper and the patent were about a computer-assisted program for microorganism identification.
3) Similar titles.",0,0,,2
387,1926535993,US-9637739,cas3 is a single stranded dna nuclease and atp dependent helicase in the crispr cas immune system,1,,3,1,,1,1,"1) All the information matched.
2) Both the paper and the patent talked about Cas, but the paper was about Cas9 while the patent was about Cas3. The link is too weak to be deemed as a partial coverage.",0,0,,0
388,1927813702,US-10122409,waveform design and network selection in wideband small cell networks,1,,1,1,,2,5,"1) All the information matched.
2) Both the paper and the patent were about time reversal waveform design and network selection.",0,0,,2
389,1927955532,US-6569763,inp hbt and hemt technology and applications,0,0,1,1,,0,0,"1) No evidence can be found about the author ever being affiliated with the assignee.
2) Other information matched.
3) The paper was about HBT and HEMT while the patent was about how to insulate films in semiconductors. No clear link could be found.",0,0,,0
390,1930091813,US-7215027,applications of rapid thermal process to nitridation of tungsten and denudation of wn sub x for poly si metal gates,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
391,1935931645,US-5238916,growth factor requirements of oncogene transformed nih 3t3 and balb c 3t3 cells cultured in defined media,1,,6,1,,1,1,"1) All the information matched.
2) Both the paper and the patent talked about growth factors. However, the paper was about the growth requirments while the patent was about polypeptides. No clear link could be found.",0,0,,0
392,1938998932,US-7624337,relevance graph based image retrieval,0,0,1,1,,2,3,"1) No evidence can be found about the author ever being affiliated with the assignee.
2) Other information matched.
3) The paptent was about multimedia file query system, and the paper was about images. Therefore, it is deemed as a partial coverage.",0,0,,1
